host,ip,collector_hostname,timestamp,feature,value,anomaly_score,anomaly_flag,anomaly_type,anomaly_timestamp
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ifInNUcastPkts11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ifInDiscards11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ifOutUcastPkts11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ifOutNUcastPkts11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpOutRsts,4566.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpInSegs,2666326.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpOutSegs,1083618.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpPassiveOpens,20937.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpRetransSegs,11728.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpCurrEstab,75.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpEstabResets,838.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,tcpActiveOpens,40601.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,udpInDatagrams,42117.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,udpOutDatagrams,18593.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,udpInErrors,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,udpNoPorts,3836.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipInReceives,1294315.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipInDelivers,1162055.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipOutRequests,556684.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipOutDiscards,2602.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipInDiscards,5101.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipForwDatagrams,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipOutNoRoutes,3.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,ipInAddrErrors,428.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,icmpInMsgs,3747.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,icmpInDestUnreachs,3746.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,icmpOutMsgs,3436.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,icmpOutDestUnreachs,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,icmpInEchos,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:26.717301,icmpOutEchoReps,1.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifInOctets11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifOutOctets11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifOutDiscards11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifInUcastPkts11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifInNUcastPkts11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifInDiscards11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifOutUcastPkts11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ifOutNUcastPkts11,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpOutRsts,4566.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpInSegs,2666658.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpOutSegs,1083946.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpPassiveOpens,20945.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpRetransSegs,11732.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpCurrEstab,74.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpEstabResets,838.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,tcpActiveOpens,40614.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,udpInDatagrams,42124.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,udpOutDatagrams,18599.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,udpInErrors,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,udpNoPorts,3836.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipInReceives,1294371.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipInDelivers,1162200.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipOutRequests,556830.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipOutDiscards,2602.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipInDiscards,5101.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipForwDatagrams,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipOutNoRoutes,3.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,ipInAddrErrors,429.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,icmpInMsgs,3747.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,icmpInDestUnreachs,3746.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,icmpOutMsgs,3436.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,icmpOutDestUnreachs,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,icmpInEchos,0.0,-0.03832546395679148,Normal,,
localhost,127.0.0.1:161,local-producer,2026-05-14T12:41:36.874618,icmpOutEchoReps,1.0,-0.03832546395679148,Normal,,
